iso,country,date,grocery_pharmacy,parks,residential,retail_recreation,transit_stations,workplaces,total_cases,fatalities
GB,United Kingdom,2020-04-02,-31.53,-24.472,28.511,-75.288,-73.492,-69.691,34173,2926
GB,United Kingdom,2020-04-03,-29.945,-24.943,28.929,-75.801,-71.888,-68.669,38689,3611
GB,United Kingdom,2020-04-04,-36.235,-37.668,19.249,-81.405,-71.611,-56.77,42477,4320
GB,United Kingdom,2020-04-05,-41.018,-28.556,14.842,-81.942,-70.423,-53.626,48436,4943
ID,Indonesia,2020-02-23,-1.204,-4.647,1.248,-1.959,-4.299,3.496,0,0
ID,Indonesia,2020-02-24,-3.135,-3.995,1.026,-2.449,-1.405,3.663,0,0
ID,Indonesia,2020-02-25,-2.054,-5.537,2.788,-5.366,-6.326,-2.249,0,0
ID,Indonesia,2020-02-26,-0.846,-3.313,0.359,-1.975,0.093,2.985,0,0
ID,Indonesia,2020-02-27,1.86,-2.663,0.412,0.251,2.38,3.994,0,0
ID,Indonesia,2020-02-28,2.793,-5.428,0.528,0.869,3.365,5.239,0,0
ID,Indonesia,2020-02-29,5.782,-6.891,-0.174,2.219,4.1,5.755,0,0
ID,Indonesia,2020-03-01,5.181,-8.158,0.746,1.284,0.199,2.947,0,0
ID,Indonesia,2020-03-02,12.08,-0.219,-0.324,5.397,2.764,4.937,2,0
ID,Indonesia,2020-03-03,9.789,-2.15,0.314,2.813,1.556,4.807,2,0
ID,Indonesia,2020-03-04,3.675,-4.753,1.103,0.154,-0.863,4.155,2,0
ID,Indonesia,2020-03-05,7.835,-1.368,0.474,3.521,3.309,4.239,2,0
ID,Indonesia,2020-03-06,3.682,-3.295,0.574,2.425,3.058,6.429,4,0
ID,Indonesia,2020-03-07,5.959,-4.401,0.253,2.765,2.714,5.555,4,0
ID,Indonesia,2020-03-08,4.412,-3.754,1.082,1.171,-1.463,3.823,6,0
ID,Indonesia,2020-03-09,3.478,-1.049,0.785,2.4,0.71,4.534,19,0
ID,Indonesia,2020-03-10,5.887,2.022,0.637,3.389,1.392,3.903,27,0
ID,Indonesia,2020-03-11,4.715,2.344,0.586,3.202,0.783,3.741,34,1
ID,Indonesia,2020-03-12,3.137,0.186,0.815,2.174,0.63,3.679,34,1
ID,Indonesia,2020-03-13,2.668,-2.416,0.684,2.112,1.006,5.569,69,4
ID,Indonesia,2020-03-14,3.194,-6.364,1.266,-2.149,-5.272,5.45,96,5
ID,Indonesia,2020-03-15,3.439,-11.775,2.855,-7.285,-12.124,4.124,117,5
ID,Indonesia,2020-03-16,1.62,-8.304,5.087,-6.504,-12.459,-7.628,134,5
ID,Indonesia,2020-03-17,1.34,-10.39,6.143,-8.687,-16.408,-12.939,172,5
ID,Indonesia,2020-03-18,0.092,-11.704,7.694,-10.787,-21.189,-15.888,227,19
ID,Indonesia,2020-03-19,-5.155,-16.568,8.843,-15.891,-26.36,-17.389,311,25
ID,Indonesia,2020-03-20,-6.909,-21.095,10.093,-19.178,-31.336,-18.266,369,32
ID,Indonesia,2020-03-21,-5.462,-29.565,8.66,-22.551,-33.103,-10.623,450,38
ID,Indonesia,2020-03-22,-14.751,-38.89,10.4,-32.451,-42.42,-6.825,514,48
ID,Indonesia,2020-03-23,-12.496,-24.771,12.929,-26.738,-41.229,-26.86,579,49
ID,Indonesia,2020-03-24,-10.638,-26.244,13.3,-29.408,-41.611,-31.233,686,55
ID,Indonesia,2020-03-25,-20.051,-30.514,21.26,-38.18,-52.365,-59.449,790,58
ID,Indonesia,2020-03-26,-16.578,-29.819,14.94,-34.008,-46.171,-33.501,893,78
ID,Indonesia,2020-03-27,-16.624,-34.397,16.011,-35.796,-49.29,-32.631,1046,87
ID,Indonesia,2020-03-28,-20.031,-46.044,14.674,-41.695,-49.914,-23.41,1155,102
ID,Indonesia,2020-03-29,-27.01,-52.354,15.02,-47.24,-54.465,-15.389,1285,114
ID,Indonesia,2020-03-30,-19.823,-32.246,15.918,-35.908,-50.707,-33.937,1414,122
ID,Indonesia,2020-03-31,-16.031,-31.588,15.327,-35.15,-49.151,-34.907,1528,136
ID,Indonesia,2020-04-01,-10.128,-28.326,14.795,-31.34,-49.024,-34.929,1677,157
ID,Indonesia,2020-04-02,-12.84,-29.469,15.684,-32.535,-50.384,-35.4,1790,170
ID,Indonesia,2020-04-03,-17.418,-34.179,16.539,-35.159,-53.361,-34.015,1986,181
ID,Indonesia,2020-04-04,-20.365,-45.034,14.698,-39.971,-54.223,-25.454,2092,191
ID,Indonesia,2020-04-05,-23.667,-49.528,14.354,-43.438,-57.611,-16.689,2273,198
IN,India,2020-02-23,-1.192,0.717,0.969,-2.077,-0.484,2.213,3,0
IN,India,2020-02-24,0.036,2.103,0.189,-1.264,0.882,4.271,3,0
IN,India,2020-02-25,-1.737,2.65,0.128,-0.691,1.087,1.055,3,0
IN,India,2020-02-26,-0.197,1.497,-0.683,0.358,2.629,3.25,3,0
IN,India,2020-02-27,-0.699,3.362,-0.205,-0.678,0.97,3.596,3,0
IN,India,2020-02-28,1.423,3.224,0.039,0.287,1.49,4.656,3,0
IN,India,2020-02-29,-0.78,-0.819,0.32,-1.767,0.247,7.707,3,0
IN,India,2020-03-01,3.565,0.657,0.752,0.967,0.347,3.381,3,0
IN,India,2020-03-02,2.476,2.754,0.162,-0.257,-0.047,4.848,5,0
IN,India,2020-03-03,1.799,2.918,0.082,-0.75,0.34,3.572,5,0
IN,India,2020-03-04,5.344,0.892,0.001,0.456,2.705,6.921,28,0
IN,India,2020-03-05,2.983,2.627,0.362,-0.729,1.772,4.969,30,0
IN,India,2020-03-06,2.058,-0.322,1.008,-1.308,2.624,4.825,31,0
IN,India,2020-03-07,5.812,1.78,0.112,0.24,4.909,6.876,34,0
IN,India,2020-03-08,8.745,1.71,0.2,2.16,3.201,6.03,39,0
IN,India,2020-03-09,5.905,4.058,3.498,-1.361,-6.067,-12.394,43,0
IN,India,2020-03-10,-22.915,-3.624,11.229,-19.005,-22.172,-43.88,56,0
IN,India,2020-03-11,-1.171,-1.798,0.727,-5.18,-0.845,-5.349,62,1
IN,India,2020-03-12,0.572,1.889,0.105,-3.315,-0.46,-0.364,73,1
IN,India,2020-03-13,1.433,-0.126,1.107,-4.978,-1.971,0.354,82,2
IN,India,2020-03-14,-2.517,-5.592,3.64,-10.598,-7.764,-5.534,102,2
IN,India,2020-03-15,-0.894,-6.498,2.6,-11.093,-6.608,1.664,113,2
IN,India,2020-03-16,1.561,-1.478,2.714,-7.599,-5.834,-3.938,119,2
IN,India,2020-03-17,0.272,-2.16,3.142,-10.512,-8.524,-8.356,142,3
IN,India,2020-03-18,1.449,-5.868,3.858,-11.895,-9.969,-7.61,156,3
IN,India,2020-03-19,1.126,-6.891,4.914,-15.786,-14.009,-11.143,194,4
IN,India,2020-03-20,0.914,-12.683,6.984,-22.318,-18.195,-14.866,244,5
IN,India,2020-03-21,-4.04,-22.68,8.271,-33.737,-25.235,-17.765,330,4
IN,India,2020-03-22,-76.363,-57.624,21.371,-78.074,-69.511,-49.251,396,7
IN,India,2020-03-23,-27.006,-35.079,19.905,-54.169,-52.194,-50.413,499,10
IN,India,2020-03-24,-47.76,-44.487,25.194,-67.533,-63.67,-64.912,536,10
IN,India,2020-03-25,-64.123,-52.799,30.267,-76.904,-73.23,-71.834,657,12
IN,India,2020-03-26,-63.799,-50.977,29.981,-76.438,-73.147,-70.256,727,20
IN,India,2020-03-27,-63.591,-51.872,30.885,-76.733,-73.294,-69.78,887,20
IN,India,2020-03-28,-65.2,-54.355,29.099,-77.923,-73.296,-65.786,987,24
IN,India,2020-03-29,-65.287,-56.524,21.993,-77.059,-71.299,-46.674,1024,27
IN,India,2020-03-30,-63.416,-51.189,30.121,-75.924,-73.761,-67.977,1251,32
IN,India,2020-03-31,-63.001,-50.224,28.717,-75.472,-72.72,-68.224,1397,35
IN,India,2020-04-01,-63.988,-51.969,29.34,-76.245,-73.006,-68.245,1998,58
IN,India,2020-04-02,-64.96,-51.245,30.213,-76.443,-73.576,-69.235,2543,72
IN,India,2020-04-03,-62.276,-50.525,29.823,-75.62,-72.616,-66.677,2567,72
IN,India,2020-04-04,-63.82,-53.44,27.834,-76.867,-72.652,-61.095,3082,86
IN,India,2020-04-05,-64.9,-56.07,21.094,-76.539,-71.191,-42.906,3588,99
IT,Italy,2020-02-23,16.073,23.071,-0.05,-5.313,5.661,1.037,155,3
IT,Italy,2020-02-24,23.017,21.999,4.054,-4.181,-14.71,-13.79,229,7
IT,Italy,2020-02-25,5.011,19.648,5.245,-5.959,-18.298,-15.092,322,10
IT,Italy,2020-02-26,-4.899,-5.877,5.696,-13.303,-22.778,-12.405,453,12
IT,Italy,2020-02-27,-2.81,-1.197,5.697,-9.615,-21.733,-11.853,655,17
IT,Italy,2020-02-28,-2.317,10.527,5.128,-7.997,-19.689,-11.739,888,21
IT,Italy,2020-02-29,-2.056,2.293,3.385,-9.937,-16.064,-8.557,1128,29
IT,Italy,2020-03-01,-5.295,-29.793,4.26,-18.881,-25.69,-5.316,1694,34
IT,Italy,2020-03-02,-6.676,-26.105,4.976,-13.422,-24.525,-8.533,2036,52
IT,Italy,2020-03-03,-0.944,-8.655,4.282,-6.956,-20.696,-8.134,2502,79
IT,Italy,2020-03-04,0.669,7.897,3.904,-7.298,-18.791,-8.029,3089,107
IT,Italy,2020-03-05,0.409,-11.691,6.973,-12.297,-27.645,-15.805,3858,148
IT,Italy,2020-03-06,0.302,-7.762,7.755,-14.77,-28.523,-16.676,4636,197
IT,Italy,2020-03-07,1.21,1.881,6.014,-19.283,-23.886,-15.107,5883,233
IT,Italy,2020-03-08,2.563,1.224,5.999,-31.554,-26.989,-10.45,7375,366
IT,Italy,2020-03-09,-0.819,-23.922,11.4,-30.044,-42.399,-23.842,9172,463
IT,Italy,2020-03-10,-2.206,-31.902,15.691,-43.035,-50.763,-31.261,10149,631
IT,Italy,2020-03-11,-14.399,-31.784,18.658,-51.982,-56.71,-37.155,12462,827
IT,Italy,2020-03-12,-23.274,-60.575,24.298,-70.284,-67.154,-46.77,12462,827
IT,Italy,2020-03-13,-27.691,-63.773,27.548,-74.76,-70.868,-52.857,17660,1266
IT,Italy,2020-03-14,-42.62,-78.302,24.989,-83.365,-76.136,-57.691,21157,1441
IT,Italy,2020-03-15,-59.72,-81.116,22.092,-90.151,-80.134,-55.273,24747,1809
IT,Italy,2020-03-16,-36.513,-67.388,27.16,-75.022,-74.403,-57.679,27980,2158
IT,Italy,2020-03-17,-40.88,-68.041,28.556,-77.08,-75.555,-60.628,31506,2503
IT,Italy,2020-03-18,-43.43,-70.684,29.575,-78.752,-76.815,-61.318,35713,2978
IT,Italy,2020-03-19,-43.624,-73.963,30.711,-79.025,-77.985,-62.668,41035,3405
IT,Italy,2020-03-20,-40.066,-77.295,32.105,-79.855,-78.304,-63.245,47021,4032
IT,Italy,2020-03-21,-51.501,-85.159,26.486,-85.903,-80.385,-62.611,53578,4825
IT,Italy,2020-03-22,-84.64,-91.456,24.228,-94.79,-86.887,-63.423,59138,5476
IT,Italy,2020-03-23,-45.417,-80.842,31.618,-80.113,-80.985,-68.042,63927,6077
IT,Italy,2020-03-24,-47.981,-80.165,32.476,-81.387,-80.609,-69.18,69176,6820
IT,Italy,2020-03-25,-51.366,-82.369,33.621,-83.298,-81.94,-70.19,74386,7503
IT,Italy,2020-03-26,-51.892,-84.025,35.26,-84.183,-83.168,-72.316,80589,8215
IT,Italy,2020-03-27,-45.747,-82.339,35.987,-82.767,-82.154,-71.253,86498,9134
IT,Italy,2020-03-28,-53.691,-85.686,27.356,-86.526,-81.548,-64.905,92472,10023
IT,Italy,2020-03-29,-84.798,-90.208,23.88,-94.496,-86.571,-63.285,97689,10779
IT,Italy,2020-03-30,-46.812,-79.299,31.922,-81.262,-80.686,-69.318,101739,11591
IT,Italy,2020-03-31,-42.414,-77.696,32.625,-90.423,-79.234,-70.198,105792,12428
IT,Italy,2020-04-01,-41.175,-77.12,32.922,-90.406,-78.593,-69.586,110574,13155
IT,Italy,2020-04-02,-40.234,-77.29,33.659,-90.034,-78.794,-69.678,115242,13915
IT,Italy,2020-04-03,-37.502,-78.429,34.659,-84.958,-79.454,-69.014,119827,14681
IT,Italy,2020-04-04,-47.714,-84.445,26.87,-88.519,-79.949,-63.113,124632,15362
IT,Italy,2020-04-05,-82.108,-89.874,24.031,-95.158,-85.878,-62.256,128948,15887
JP,Japan,2020-02-23,3.236,16.085,-0.202,0.549,1.746,-0.003,147,1
JP,Japan,2020-02-24,3.928,53.543,14.365,17.69,-26.635,-54.747,159,1
JP,Japan,2020-02-25,6.611,-0.318,0.862,0.109,-1.858,0.756,170,1
JP,Japan,2020-02-26,3.336,-4.989,0.967,-3.701,-5.11,0.502,189,2
JP,Japan,2020-02-27,6.346,-3.77,1.45,-2.838,-6.716,0.317,214,4
JP,Japan,2020-02-28,13.866,-4.224,2.182,-2.144,-10.148,0.693,228,4
JP,Japan,2020-02-29,9.376,-22.303,4.158,-9.777,-20.687,3.189,241,5
JP,Japan,2020-03-01,8.768,-1.15,3.636,-10.312,-23.196,1.474,256,6
JP,Japan,2020-03-02,2.524,-15.437,3.679,-9.91,-15.414,-1.631,274,6
JP,Japan,2020-03-03,8.856,11.454,3.526,-1.762,-15.122,-2.487,293,6
JP,Japan,2020-03-04,-1.842,-20.642,4.83,-12.207,-19.22,-4.183,331,6
JP,Japan,2020-03-05,2.701,-8.239,4.336,-8.561,-17.712,-3.649,360,6
JP,Japan,2020-03-06,1.667,4.838,4.872,-9.369,-18.117,-3.711,420,6
JP,Japan,2020-03-07,2.085,-8.2,5.256,-12.051,-23.584,-3.526,461,6
JP,Japan,2020-03-08,-4.19,-35.228,5.763,-16.707,-31.487,-5.364,502,6
JP,Japan,2020-03-09,1.841,11.235,3.75,-6.909,-15.16,-2.988,511,10
JP,Japan,2020-03-10,-2.564,-28.285,5.811,-9.326,-18.468,-5.381,581,10
JP,Japan,2020-03-11,4.118,12.753,3.472,-3.304,-15.812,-4.245,639,15
JP,Japan,2020-03-12,5.423,16.148,3.496,-2.617,-15.433,-4.15,639,16
JP,Japan,2020-03-13,2.891,10.026,4.531,-4.89,-16.786,-4.477,701,19
JP,Japan,2020-03-14,-4.299,-38.849,6.662,-13.815,-27.464,-7.402,773,22
JP,Japan,2020-03-15,5.122,9.162,3.494,-7.212,-21.312,-2.625,839,22
JP,Japan,2020-03-16,-0.013,-6.595,3.905,-6.935,-15.258,-2.965,839,27
JP,Japan,2020-03-17,4.019,13.988,3.621,-1.026,-14.728,-3.794,878,29
JP,Japan,2020-03-18,3.306,20.43,2.769,-2.692,-13.507,-3.509,889,29
JP,Japan,2020-03-19,6.081,16.717,1.859,4.409,-10.261,-4.229,924,29
JP,Japan,2020-03-20,6.306,39.906,16.919,7.213,-33.735,-53.859,963,33
JP,Japan,2020-03-21,4.931,33.929,3.361,-5.927,-14.602,-7.288,1007,35
JP,Japan,2020-03-22,1.204,17.806,2.803,-8.93,-17.707,-3.116,1101,41
JP,Japan,2020-03-23,0.295,10.686,3.198,-4.174,-12.986,-3.337,1128,42
JP,Japan,2020-03-24,3.184,14.369,3.705,0.339,-13.323,-4.293,1193,43
JP,Japan,2020-03-25,8.049,30.783,2.443,1.706,-11.15,-4.365,1307,45
JP,Japan,2020-03-26,12.581,25.922,3.034,0.123,-12.861,-5.174,1387,47
JP,Japan,2020-03-27,3.004,-9.461,6.123,-9.503,-19.4,-7.303,1468,49
JP,Japan,2020-03-28,1.004,-23.071,7.207,-18.094,-32.555,-7.844,1693,52
JP,Japan,2020-03-29,-7.289,-24.672,7.139,-25.87,-40.606,-8.538,1866,54
JP,Japan,2020-03-30,3.956,-2.232,5.33,-7.302,-19.604,-7.597,1866,54
JP,Japan,2020-03-31,6.526,8.971,5.43,-4.326,-19.502,-7.17,1953,56
JP,Japan,2020-04-01,-4.662,-29.165,6.826,-19.636,-24.821,-9.901,2178,57
JP,Japan,2020-04-02,6.479,13.435,6.237,-12.009,-23.254,-10.46,2495,62
JP,Japan,2020-04-03,5.565,25.704,7.143,-14.486,-24.521,-10.564,2617,63
JP,Japan,2020-04-04,6.485,26.387,8.004,-20.552,-35.328,-12.195,3139,77
JP,Japan,2020-04-05,2.222,3.465,7.806,-25.386,-42.859,-13.279,3139,77
KR,South Korea,2020-02-23,-18.094,-11.841,8.347,-31.262,-25.255,-9.48,602,6
KR,South Korea,2020-02-24,6.224,6.404,7.666,-20.961,-15.275,-5.846,833,8
KR,South Korea,2020-02-25,-12.621,-38.108,9.9,-32.566,-25.853,-10.475,977,10
KR,South Korea,2020-02-26,-7.293,5.159,9.302,-29.182,-22.208,-10.815,1261,12
KR,South Korea,2020-02-27,-10.415,0.576,9.441,-30.092,-24.139,-10.288,1766,13
KR,South Korea,2020-02-28,-16.559,-37.909,13.121,-36.609,-29.772,-11.823,2337,13
KR,South Korea,2020-02-29,-9.729,-12.536,12.461,-37.591,-31.667,-9.717,3150,16
KR,South Korea,2020-03-01,-7.982,-17.3,11.332,-40.59,-36.214,-15.975,3736,17
KR,South Korea,2020-03-02,-0.784,9.916,9.175,-23.023,-19.553,-8.395,4335,28
KR,South Korea,2020-03-03,-6.993,2.434,7.784,-24.004,-20.774,-8.764,5186,28
KR,South Korea,2020-03-04,-10.375,-7.171,10.027,-29.612,-25.382,-10.505,5621,35
KR,South Korea,2020-03-05,-11.39,-1.703,9.369,-28.241,-24.845,-8.928,6088,35
KR,South Korea,2020-03-06,-8.048,0.573,10.146,-26.753,-22.269,-8.613,6593,42
KR,South Korea,2020-03-07,-7.333,-16.067,11.332,-32.378,-29.466,-7.932,7041,44
KR,South Korea,2020-03-08,-13.593,34.202,8.545,-26.817,-23.696,-13.832,7314,50
KR,South Korea,2020-03-09,1.126,16.055,8.086,-18.515,-16.574,-6.071,7478,53
KR,South Korea,2020-03-10,-11.326,-32.214,9.22,-26.8,-24.512,-8.701,7513,54
KR,South Korea,2020-03-11,-2.999,23.49,7.914,-21.909,-18.023,-8.203,7755,60
KR,South Korea,2020-03-12,-4.755,18.526,7.735,-23,-19.655,-6.983,7869,66
KR,South Korea,2020-03-13,-4.614,1.989,9.314,-23.697,-19.885,-7.141,7979,66
KR,South Korea,2020-03-14,0.963,3.942,8.825,-24.536,-22.048,-5.313,8086,72
KR,South Korea,2020-03-15,0.586,-3.088,8.772,-28.326,-28.616,-12.309,8162,75
KR,South Korea,2020-03-16,1.06,22.677,7.681,-16.653,-16.089,-5.545,8236,75
KR,South Korea,2020-03-17,-4.695,11.851,6.392,-18.74,-17.001,-5.933,8320,81
KR,South Korea,2020-03-18,-0.928,47.386,7.044,-19.177,-15.743,-7.036,8413,84
KR,South Korea,2020-03-19,-13.401,-17.625,9.122,-28.296,-25.028,-6.907,8565,91
KR,South Korea,2020-03-20,-1.728,17.387,8.02,-20.162,-16.789,-5.587,8652,94
KR,South Korea,2020-03-21,3.979,30.87,7.427,-21.261,-18.331,-5.016,8799,102
KR,South Korea,2020-03-22,-8.014,52.028,6.557,-20.03,-17.219,-12.41,8961,111
KR,South Korea,2020-03-23,6.072,46.95,6.772,-14.556,-13.263,-5.251,8961,111
KR,South Korea,2020-03-24,0.069,40.473,5.494,-16.19,-13.399,-5.965,9037,120
KR,South Korea,2020-03-25,1.117,60.636,6.609,-17.913,-13.514,-7.627,9137,126
KR,South Korea,2020-03-26,-7.849,3.004,8.39,-24.945,-21.439,-7.249,9241,131
KR,South Korea,2020-03-27,-3.627,3.599,9.757,-22.631,-19.819,-7.531,9332,139
KR,South Korea,2020-03-28,1.821,15.862,8.128,-22.897,-20.439,-6.643,9478,144
KR,South Korea,2020-03-29,10.641,51.356,6.266,-19.305,-17.239,-11.556,9583,152
KR,South Korea,2020-03-30,4.216,59.708,6.577,-12.987,-11.909,-5.743,9661,158
KR,South Korea,2020-03-31,2.122,53.995,4.902,-11.302,-9.535,-5.432,9786,162
KR,South Korea,2020-04-01,0.429,44.122,7.063,-17.962,-14.703,-7.503,9887,165
KR,South Korea,2020-04-02,-1.764,43.677,6.532,-18.015,-14.636,-6.307,9976,169
KR,South Korea,2020-04-03,0.808,36.321,7.259,-17.524,-12.522,-6.342,10062,174
KR,South Korea,2020-04-04,5.398,25.21,7.129,-19.283,-16.474,-7.867,10156,177
KR,South Korea,2020-04-05,13.581,46.272,5.721,-16.769,-14.462,-12.599,10237,183
MX,Mexico,2020-02-23,1.405,8.319,-0.582,2.055,7.04,1.527,0,0
MX,Mexico,2020-02-24,-0.142,6.1,-1.429,-1.713,3.505,8.353,0,0
MX,Mexico,2020-02-25,-1.956,7.144,-1.215,-1.502,1.844,5.918,0,0
MX,Mexico,2020-02-26,-1.321,2.595,-0.745,-3.001,1.226,6.391,0,0
MX,Mexico,2020-02-27,1.297,-0.398,-0.972,0.74,2.352,6.952,0,0
MX,Mexico,2020-02-28,5.838,2.6,-2.075,3.421,5.715,11.853,1,0
MX,Mexico,2020-02-29,8.366,5.376,-1.081,5.507,4.762,5.573,4,0
MX,Mexico,2020-03-01,8.665,6.511,-1.01,6.175,6.992,3.214,5,0
MX,Mexico,2020-03-02,5.953,1.786,-1.666,1.276,4.491,10.405,5,0
MX,Mexico,2020-03-03,2.552,1.902,-1.542,0.977,2.333,8.757,5,0
MX,Mexico,2020-03-04,4.3,2.236,-1.278,1.019,2.546,8.522,5,0
MX,Mexico,2020-03-05,3.209,2.536,-1.388,1.947,2.899,8.435,5,0
MX,Mexico,2020-03-06,0.392,-0.093,-1.465,-1.309,3.333,12.047,6,0
MX,Mexico,2020-03-07,1.911,3.771,-0.358,0.673,1.619,5.705,6,0
MX,Mexico,2020-03-08,3.131,9.776,-0.377,3.375,3.529,3.47,7,0
MX,Mexico,2020-03-09,-5.838,-7.935,6.53,-10.795,-17.207,-15.563,7,0
MX,Mexico,2020-03-10,0.175,1.851,-1.517,-1.526,3.142,8.682,7,0
MX,Mexico,2020-03-11,1.951,2.133,-1.271,-0.556,1.824,8.334,8,0
MX,Mexico,2020-03-12,3.761,3.243,-1.723,1.373,2.837,7.752,12,0
MX,Mexico,2020-03-13,6.333,2.505,-0.912,2.298,4.946,5.193,12,0
MX,Mexico,2020-03-14,10.085,6.115,-1.449,2.323,3.697,3.3,26,0
MX,Mexico,2020-03-15,7.05,6.429,-1.264,0.33,-3.852,1.036,41,0
MX,Mexico,2020-03-16,5.396,-7.024,12.808,-10.816,-30.437,-54.458,53,0
MX,Mexico,2020-03-17,5.026,-8.102,1.905,-6.928,-8.608,-2.953,82,0
MX,Mexico,2020-03-18,2.566,-13.993,5.721,-12.69,-16.938,-9.927,93,0
MX,Mexico,2020-03-19,0.553,-16.395,6.941,-16.568,-21.675,-13.853,118,1
MX,Mexico,2020-03-20,-3.319,-22.357,9.424,-23.264,-26.044,-14.39,164,1
MX,Mexico,2020-03-21,-6.654,-31.571,8.924,-30.624,-28.677,-7.372,203,2
MX,Mexico,2020-03-22,-13.326,-37.188,8.006,-36.918,-33.066,-10.372,251,2
MX,Mexico,2020-03-23,-13.575,-30.163,12.387,-31.052,-36.765,-28.905,316,3
MX,Mexico,2020-03-24,-15.742,-32.939,14.246,-34.604,-40.993,-34.084,367,4
MX,Mexico,2020-03-25,-16.476,-35.518,15.653,-36.706,-43.67,-36.207,405,5
MX,Mexico,2020-03-26,-17.031,-35.962,16.185,-37.148,-45.799,-37.082,475,6
MX,Mexico,2020-03-27,-16.569,-37.045,17.418,-39.023,-46.954,-33.905,585,8
MX,Mexico,2020-03-28,-13.891,-39.099,12.492,-39.697,-42.704,-17.548,717,12
MX,Mexico,2020-03-29,-19.352,-46.315,11.08,-45.464,-46.526,-19.522,848,16
MX,Mexico,2020-03-30,-15.394,-35.702,15.347,-34.976,-46.756,-37.902,993,20
MX,Mexico,2020-03-31,-15.281,-36.639,16.179,-35.21,-48.151,-41.05,1094,28
MX,Mexico,2020-04-01,-12.582,-38.643,17.695,-37.475,-50.423,-43.687,1215,29
MX,Mexico,2020-04-02,-11.986,-40.969,19.112,-46.505,-52.045,-45.775,1378,37
MX,Mexico,2020-04-03,-10.946,-42.662,20.956,-55.71,-52.124,-42.78,1510,50
MX,Mexico,2020-04-04,-10.831,-46.059,15.531,-56.99,-48.188,-27.058,1688,60
MX,Mexico,2020-04-05,-18.704,-51.655,12.778,-62.075,-51.444,-27.099,1890,79
SA,Saudi Arabia,2020-02-23,-3.762,2.889,1.993,-6.785,-7.372,4.327,0,0
SA,Saudi Arabia,2020-02-24,-6.34,5.333,1.79,-9.292,-7.885,3.876,0,0
SA,Saudi Arabia,2020-02-25,-2.912,1.91,1.395,-6.42,-3.249,3.049,0,0
SA,Saudi Arabia,2020-02-26,-1.265,-3.314,2.494,-4.814,-2.595,-1.111,0,0
SA,Saudi Arabia,2020-02-27,4.852,-3.349,0.703,2.45,-1.967,3.179,0,0
SA,Saudi Arabia,2020-02-28,6.396,2.725,1.566,2.831,-10.102,-2.644,0,0
SA,Saudi Arabia,2020-02-29,6.011,-2.188,0.785,0.593,-6.45,1.939,0,0
SA,Saudi Arabia,2020-03-01,5.006,1.69,0.947,0.839,-6.258,4.698,0,0
SA,Saudi Arabia,2020-03-02,2.691,-0.418,1.033,-2.22,-8.438,4.421,1,0
SA,Saudi Arabia,2020-03-03,3.207,-0.37,0.827,-1.25,-8.113,4.024,1,0
SA,Saudi Arabia,2020-03-04,2.277,1.722,0.982,-1.207,-6.423,3.585,1,0
SA,Saudi Arabia,2020-03-05,2.675,-1.768,1.223,1.027,-9.468,3.83,5,0
SA,Saudi Arabia,2020-03-06,2.141,-0.633,2.426,-0.934,-16.54,-2.621,5,0
SA,Saudi Arabia,2020-03-07,1.579,-9.011,2.032,-4.264,-16.194,1.552,5,0
SA,Saudi Arabia,2020-03-08,2.387,-1.722,1.956,-3.938,-17.74,3.843,11,0
SA,Saudi Arabia,2020-03-09,1.923,0.382,5.067,-8.061,-20.574,-8.255,15,0
SA,Saudi Arabia,2020-03-10,3.469,3.737,4.554,-5.337,-18.722,-8.729,20,0
SA,Saudi Arabia,2020-03-11,0.343,3.591,4.658,-7.106,-21.013,-8.842,21,0
SA,Saudi Arabia,2020-03-12,0.088,-11.76,6.641,-9.567,-24.952,-9.369,45,0
SA,Saudi Arabia,2020-03-13,-1.379,-16.928,5.569,-15.8,-30.962,-4.848,86,0
SA,Saudi Arabia,2020-03-14,-0.074,-13.673,4.808,-16.135,-27.803,-0.308,103,0
SA,Saudi Arabia,2020-03-15,4.303,-8.284,6.881,-14.427,-33.779,-11.222,103,0
SA,Saudi Arabia,2020-03-16,2.121,-19.024,9.413,-29.026,-43.125,-19.406,118,0
SA,Saudi Arabia,2020-03-17,-4.994,-24.624,10.979,-34.732,-46.934,-24.008,171,0
SA,Saudi Arabia,2020-03-18,-8.155,-29.491,12.911,-38.274,-50.213,-27.445,171,0
SA,Saudi Arabia,2020-03-19,-12.058,-41.909,16.438,-41.178,-55.958,-30.739,274,0
SA,Saudi Arabia,2020-03-20,-17.677,-59.46,13.717,-50.425,-61.597,-21.166,344,0
SA,Saudi Arabia,2020-03-21,-15.754,-49.639,13.744,-49.072,-68.605,-19.584,392,0
SA,Saudi Arabia,2020-03-22,-17.765,-43.062,18.266,-48.566,-69.037,-37.464,511,0
SA,Saudi Arabia,2020-03-23,-25.255,-51.095,21.143,-57.589,-72.221,-42.291,562,0
SA,Saudi Arabia,2020-03-24,-22.07,-50.973,21.753,-55.55,-73.445,-43.143,767,1
SA,Saudi Arabia,2020-03-25,-18.619,-50.78,21.421,-54.218,-72.714,-43.612,900,2
SA,Saudi Arabia,2020-03-26,-21.917,-61.216,25.645,-57.14,-75.723,-46.033,1012,3
SA,Saudi Arabia,2020-03-27,-29.444,-74.242,20.684,-65.036,-81.912,-37.927,1104,3
